"Director.Name","Birthday","Age","Birthplace","Movie.Title","title","credits","grade","fir_year","year","tomatometer","audience_score","box_office","content_metadataGenres","criticsScore_likedCount","criticsScore_notLikedCount","criticsScore_ratingCount","overlay_criticsTop_likedCount","overlay_criticsTop_notLikedCount","overlay_criticsTop_ratingCount","overlay_mediaType","Action","Mystery_._Thriller","Kids_._Family","Adventure","Drama","Documentary","Biography","Sci.Fi","Fantasy","Comedy","Animation","Romance","Crime","Reality","Talk_Show","Sports","Health_._Wellness","News","Music","Entertainment","Travel","War","History","Western","Holiday","Other","LGBTQ.","Horror","Musical","Special_Interest","Variety","Sports_._Fitness","Anime"
"Bob Misiorowski","Not Available","N/A","Not Available","Derailed","Cover-Up","Executive Producer","R",1991,"1991","No Score Yet","17",NA,"Action",0,0,0,0,0,0,"Movie",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Misiorowski","Not Available","N/A","Not Available","Derailed","Gnaw: Food of the Gods II","Executive Producer","R",1989,"1989","No Score Yet","32",NA,"Horror",1,0,1,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gary Preisler","Not Available","N/A","Not Available","Gold Diggers","Kill Chain","Producer",NA,2019,"2019","No Score Yet","38",NA,"Mystery & Thriller",0,0,0,0,0,0,"Movie",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gary Preisler","Not Available","N/A","Not Available","Gold Diggers","A Little Something for Your Birthday","Producer","R",2017,"2017","18","44",NA,"Romance, Comedy",4,18,22,2,5,7,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gary Preisler","Not Available","N/A","Not Available","Gold Diggers","Misconduct","Executive Producer","R",2016,"2016","7","22",NA,"Mystery & Thriller, Drama",2,25,27,2,10,12,"Movie",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gary Preisler","Not Available","N/A","Not Available","Gold Diggers","Blunt Force Trauma","Producer",NA,2015,"2015","No Score Yet","23",NA,"Action",3,1,4,0,1,1,"Movie",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gary Preisler","Not Available","N/A","Not Available","Gold Diggers","Elsa & Fred","Executive Producer","PG-13",2014,"2014","33","51",NA,"Romance, Comedy",9,18,27,4,9,13,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gary Preisler","Not Available","N/A","Not Available","Gold Diggers","Gold Diggers","Director,Writer,Producer","PG-13",2003,"2003","0%","21","403164","Comedy",0,43,43,0,13,13,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gary Preisler","Not Available","N/A","Not Available","Gold Diggers","Eight Days a Week","Producer","R",1997,"1997","20","68","29252","Comedy",2,8,10,1,0,1,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Black Christmas","Executive Producer","R",2006,"2006","13","38","16235293","Holiday, Horror",8,56,64,2,23,25,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Karate Dog","Director","PG",2004,"2004","No Score Yet","27",NA,"Comedy",0,2,2,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","SuperBabies: Baby Geniuses 2","Director","PG",2004,"2004","0%","24","9109322","Kids & Family, Comedy",0,46,46,0,20,20,"Movie",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Now & Forever","Director","R",2001,"2001","18","81",NA,"Romance, Drama",2,9,11,1,4,5,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","I'll Remember April","Director",NA,2000,"2000","No Score Yet","61",NA,"Drama",0,1,1,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Catch a Falling Star","Director","TV-PG",2000,"2000","No Score Yet","No Score Yet",NA,"Romance, Comedy, Drama",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","The Dukes of Hazzard -- Hazzard in Hollywood","Writer,Executive Producer","TV-PG",2000,"2000","No Score Yet","86",NA,"Comedy",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Baby Geniuses","Director,Screenwriter","PG",1999,"1999","2","25","27141959","Kids & Family, Comedy",1,43,44,0,12,12,"Movie",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","The Ransom of Red Chief","Director","TV-G",1998,"1998","No Score Yet","47",NA,"Western, Comedy",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","My Neighbor's Daughter","Town Mayor (Character)",NA,1997,"1997","No Score Yet","60",NA,"Drama",0,1,1,0,1,1,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Stolen Memories: Secrets From the Rose Garden","Director","TV-PG",1996,"1996","No Score Yet","No Score Yet",NA,"Drama",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Fudge-A-Mania","Director",NA,1995,"1995","No Score Yet","No Score Yet",NA,"Kids & Family, Comedy",0,0,0,0,0,0,"Movie",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Derby","Director","TV-PG",1995,"1995","No Score Yet","No Score Yet",NA,"Drama",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","It Runs in the Family","Director,Screenwriter","PG",1994,"1994","No Score Yet","44",NA,"Comedy",1,2,3,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","The American Clock","Director",NA,1993,"1993","No Score Yet","No Score Yet",NA,"",1,0,1,1,0,1,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Popcorn","Producer","R",1991,"1991","38","41","3751629","Horror",8,13,21,3,1,4,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Loose Cannons","Director,Screenwriter","R",1990,"1990","0%","27","4463085","Comedy",0,19,19,0,7,7,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Amazing Stories: The Movie III","Director",NA,1990,"1990","No Score Yet","No Score Yet",NA,"Fantasy",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","From the Hip","Director,Screenwriter","PG",1987,"1987","30","60","6990807","Comedy, Drama",7,16,23,3,8,11,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Turk 182!","Director","PG-13",1985,"1985","20","55",NA,"Drama",2,8,10,1,4,5,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Rhinestone","Director","PG",1984,"1984","19","36",NA,"Comedy",3,13,16,0,3,3,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Porky's II: The Next Day","Director,Producer","R",1983,"1983","10","40",NA,"Comedy",1,9,10,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","A Christmas Story","Director,Writer,Producer","PG",1983,"1983","89","89","20730000","Kids & Family, Holiday, Comedy",54,7,61,9,2,11,"Movie",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Porky's","Director,Producer","R",1981,"1981","33","57",NA,"Comedy",13,26,39,4,6,10,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Tribute","Director","PG",1980,"1980","No Score Yet","52",NA,"Drama",3,1,4,1,0,1,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Murder by Decree","Director","PG",1979,"1979","86","64",NA,"Mystery & Thriller",12,2,14,1,0,1,"Movie",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","The Amazing Apes","Director",NA,1977,"1977","No Score Yet","No Score Yet",NA,"Documentary",0,0,0,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Breaking Point","Director,Producer","TV-PG",1976,"1976","No Score Yet","42",NA,"Mystery & Thriller",0,0,0,0,0,0,"Movie",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Moonrunners","Producer","PG",1975,"1975","No Score Yet","57",NA,"Action",0,0,0,0,0,0,"Movie",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Black Christmas","Director,Producer","R",1974,"1974","71","76",NA,"Holiday, Horror",8,56,64,2,23,25,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Deathdream","Director,Producer","PG",1974,"1974","79","65",NA,"Horror",11,3,14,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Children Shouldn't Play With Dead Things","Director,Screenwriter,Producer","PG",1972,"1972","50","40",NA,"Horror",8,8,16,0,1,1,"Movie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","She-Man: A Story of Fixation","Director,Screenwriter",NA,1967,"1967","No Score Yet","No Score Yet",NA,"Comedy, Drama, LGBTQ+",1,0,1,0,0,0,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","Amazing Stories","Director","TV-PG",1985,"1985-1985","No Score Yet","82","Box office not found","Sci-Fi, Mystery & Thriller, Fantasy",0,0,0,0,0,0,"TvSeries",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bob Clark","Aug 5, 1939","85","New Orleans, Louisiana, USA","SuperBabies: Baby Geniuses 2","The Dukes of Hazzard","Writer","TV-PG",1979,"1979-1979","No Score Yet","No Score Yet","Box office not found","Adventure, Comedy",0,0,0,0,0,0,"TvSeries",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Jordan Walker-Pearlman","Jun 24, 1967","57","New York City, New York, USA","Constellation","Constellation","Director,Writer,Producer","PG-13",2005,"2005","0%","40","306533","Drama",0,19,19,0,11,11,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Jordan Walker-Pearlman","Jun 24, 1967","57","New York City, New York, USA","Constellation","The Visit","Producer,Director","R",2000,"2000","72","45","186444","Drama",23,9,32,9,3,12,"Movie",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Andy Cheng","Not Available","N/A","Not Available","Redline","Delirium","Screenwriter",NA,2018,"2018","0%","36",NA,"Horror, Mystery & Thriller",0,6,6,0,3,3,"Movie",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Andy Cheng","Not Available","N/A","Not Available","Redline","Redline","Director","PG-13",2007,"2007","0%","47","6877133","Action",0,27,27,0,15,15,"Movie",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Andy Cheng","Not Available","N/A","Not Available","Redline","End Game","Director,Writer","R",2006,"2006","No Score Yet","22",NA,"Mystery & Thriller",1,2,3,1,0,1,"Movie",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
